Id,SalePrice
1461,125209.60138213033
1462,152415.4765010272
1463,180387.50384896065
1464,188685.71341433102
1465,193527.81952231433
1466,185223.8597115961
1467,170872.70686532877
1468,178167.88117515898
1469,181697.16130033036
1470,129448.9190909213
1471,201790.43593251816
1472,101124.32875802471
1473,105708.70352462106
1474,151451.8447505229
1475,124642.31107412142
1476,339800.21664093557
1477,248290.7592773646
1478,295746.2567161438
1479,297924.8880448411
1480,386648.26717131224
1481,305817.593796764
1482,208954.9504983027
1483,187442.58400435123
1484,175620.8552382731
1485,177173.54222544012
1486,199746.5501718826
1487,295569.13580130937
1488,241202.41042664056
1489,199437.2984480514
1490,216936.8398924788
1491,197772.53279092946
1492,104052.4778271734
1493,177133.39446057638
1494,287431.4296359109
1495,283252.327553968
1496,233394.7160242841
1497,185382.3569218478
1498,161784.61081265815
1499,160705.01808331726
1500,162184.40850375182
1501,169282.20032964696
1502,164908.68193566237
1503,251380.2907000916
1504,219225.4182926675
1505,216094.47940958216
1506,181043.0185091773
1507,237392.43245968246
1508,191107.7254436341
1509,157433.0821580063
1510,148123.58638323852
1511,148572.4435535289
1512,168246.5539058026
1513,146924.39636592416
1514,152238.88998873546
1515,183287.81985169585
1516,152544.51023240582
1517,150477.63515627454
1518,139500.34785238214
1519,220761.24148816854
1520,138598.63435748534
1521,141136.24508838748
1522,161789.5812570386
1523,120200.02257772454
1524,118725.37844971211
1525,127751.49770660652
1526,128165.05091412317
1527,112500.52597421456
1528,125973.98957231492
1529,142490.1747792002
1530,164711.5382232358
1531,136522.08916748752
1532,103660.56134173728
1533,140063.18544697034
1534,118314.47564429678
1535,148026.96317957158
1536,120772.89289626619
1537,100481.50721022392
1538,142945.62243597617
1539,176092.50317556135
1540,121551.17607559855
1541,138827.117344917
1542,138132.26314267123
1543,175749.1575116132
1544,91243.70759225743
1545,107279.30664979489
1546,122262.65471079043
1547,135549.06643273422
1548,125414.86965095329
1549,114679.13366290703
1550,138471.54675533672
1551,121248.4276763707
1552,145002.39058863543
1553,135895.06064009888
1554,115959.20660596991
1555,167327.82596309477
1556,100370.93386486647
1557,120513.89670456303
1558,105330.04563596933
1559,115521.11070951576
1560,141225.40733127415
1561,142000.33031945745
1562,127573.84267433593
1563,124313.42370978848
1564,160588.40852982368
1565,155425.88192519685
1566,202433.4747643424
1567,95334.74114873544
1568,213991.55250637102
1569,154299.90556345042
1570,138457.7268967721
1571,129305.55550855129
1572,142663.71873286497
1573,229013.7953123158
1574,133740.09222719524
1575,199348.7923662302
1576,225168.38967018863
1577,194815.16283156388
1578,144669.0631196101
1579,142571.228550291
1580,192389.26425774494
1581,138903.0087843423
1582,126735.48996433734
1583,313327.3885559609
1584,232410.1445765608
1585,147020.72473603886
1586,92439.84709948498
1587,112712.9532072464
1588,141012.21712095095
1589,109354.63140122875
1590,135293.6373896038
1591,103931.75757356506
1592,131525.3531157193
1593,119500.20665473414
1594,127531.14354588882
1595,129092.62077700558
1596,204313.04804655068
1597,170128.8316646016
1598,182965.59068866787
1599,162170.31142528812
1600,175595.1188130814
1601,89257.68734858856
1602,114786.09344804169
1603,103030.75211257761
1604,270516.7209957801
1605,239477.39360585896
1606,162506.5743263968
1607,166077.01986847573
1608,215101.48897344933
1609,191782.17692425335
1610,163621.60880370208
1611,147009.14013667946
1612,187547.50759680258
1613,179701.18376023605
1614,120384.22894248248
1615,95945.39755920209
1616,91378.7964740622
1617,100244.8172468959
1618,123382.80591988681
1619,136060.88659911114
1620,177722.4509618915
1621,141146.26325881112
1622,143682.041490139
1623,254665.99990719423
1624,217381.70530640485
1625,127325.66167107045
1626,166461.16080334253
1627,188667.7123486233
1628,258782.48590958526
1629,175374.78077515445
1630,291748.90244579257
1631,198666.34631188054
1632,227922.54558060085
1633,171507.34712263072
1634,188305.71561655615
1635,180965.24062800172
1636,170205.7077729026
1637,181540.47015377562
1638,196712.96540938795
1639,183965.616490713
1640,234809.19058137728
1641,175643.6987752785
1642,218710.9949648821
1643,219348.0006330938
1644,218052.67017353987
1645,184467.50381781918
1646,157178.65826458114
1647,162156.03853991162
1648,142409.0379927813
1649,137976.25729849402
1650,123945.74278219936
1651,123980.75018197272
1652,101011.04462051771
1653,101295.26021071945
1654,154424.9672899874
1655,145762.86879106433
1656,149998.94183566986
1657,153714.43764140425
1658,153499.8654740087
1659,128207.26562805004
1660,152666.48358805905
1661,385655.314807436
1662,317700.93399139354
1663,360397.3402334644
1664,383935.18651677103
1665,303586.6906963865
1666,314389.97573646443
1667,327056.21746306214
1668,320483.5188922558
1669,281703.6923392657
1670,325325.49616463715
1671,266839.9155115221
1672,375823.37928541354
1673,285916.58199049236
1674,249112.85629976378
1675,198318.8879986034
1676,197745.08582349215
1677,207966.03586444678
1678,377143.4008633253
1679,363838.9687008966
1680,300917.6203008763
1681,235094.84887649125
1682,306355.11434880237
1683,197803.2543587215
1684,183532.294192157
1685,180778.99815457794
1686,184879.86650385545
1687,171774.5036110038
1688,195685.58195152984
1689,194691.04122146708
1690,190639.5298216158
1691,181105.2062900928
1692,241001.32153133085
1693,173392.2707493617
1694,182847.60229200448
1695,171111.30395971925
1696,264595.26763723564
